,Unnamed: 0,rating,id,date,views,like,title,text
1175,1196,5,wodudtm***예매자,2020.05.28,조회 17,"공감 0
공감하기",천장을 부쉈어요,알고는 있었지만 성량이 장난이 아닙니다 천장뚫렸어요 마이크가 고문당하는것처럼 보이는건 처음이에요노래는 모두 파워풀한데 표정연기는 정말 세심하셔서 보는 내내 몰입이 잘됐네요 신나게 봤습니다
1176,1197,5,jiseop1***예매자,2020.05.28,조회 9,"공감 0
공감하기",걸크의 끝판왕,제게 강한 심장만 있었다면 최고였을거에요처음에 많이 놀랐지만 그래도 나중에 빠져서 즐길수 있었어요
1177,1198,5,kchdub***예매자,2020.05.28,조회 12,"공감 0
공감하기",마약같은 넘버,넘버들이 너무 중독성 있어요마약 수준이예요 진짜 꼭  내주세요 
1178,1199,5,kchdub***예매자,2020.05.28,조회 12,"공감 0
공감하기",항상 최고,언제 누구로 보든 정말 최고인 공연입니다정말 매일 보고 싶어요 
1179,1200,4,uch***예매자,2020.05.28,조회 29,"공감 1
공감하기",이츠학 데이 보고 왔어요,믿고보는 배우들 귀 호강 하고 왔습니다근데 리지 의상은 정말 그게 최선일까요정말 너무 안타까워요그리고 2층은 진짜 그 가격 받는거 양심 어딨죠
1180,1201,4,leean***예매자,2020.05.28,조회 33,"공감 0
공감하기",리지,유리아리지 성대 최고 다른 배우분들도 정말 좋았어요128156 즐겁고 짜릿한 시간이었습니다
1181,1202,5,mel***예매자,2020.05.28,조회 14,"공감 0
공감하기",최고의 공연,2020년 최고의 공연이네요 오픈런 합시다
1182,1203,5,taesan***예매자,2020.05.28,조회 20,"공감 0
공감하기",넘나 좋았는데 이날 페어가 페어막이라니, 사실 어느 페어로 보든 늘 만족도 최상이지만일욜도 화욜도 요 페어로 봐서 넘나넘나 좋았는데 마지막이라니 아쉬워요진짜 코로나만 아니었으면 박수에 환호성에 컷콜에 넘버도 다 따라불렀을텐데너무 아쉬울정도로 공연 최고에요 지인도 영업해서 데려갔는데재미있다고해서 만족만족 영업률 100에요
1183,1204,1,ghddnjsdn***예매자,2020.05.28,조회 51,"공감 1
공감하기",최아악 환불받고싶음,진짜 다시곱씹어도 최악이다대체 왜 성소수자들의 사랑 과 자유는 무슨상관이고 법정에서 자유로서 왜 살인을 정당화하는건지배우들이 극중 인물과 하나되지못하고 겉으로만 빼에엑하는 느낌
1184,1205,5,hjk***예매자,2020.05.28,조회 12,"공감 0
공감하기",너무 재미있어요,너무 재미있어요
1185,1206,5,kaya0***예매자,2020.05.28,조회 10,"공감 0
공감하기",걸크러쉬 뮤지컬 속이 뻥 뚫리는 뮤지컬,요 근래에 본 뮤지컬 중 가장 재밌는 뮤지컬이었습니다4명의 배우들 중 어느 하나 빠지는 분이 없네요 극장 지붕 날아가는 줄 알았습니다영화도 봤는데 스토리도 잘 살린 뮤지컬입니다마이크를 쓰는 등의 독특한 연출도 좋았습니다무엇보다 넘버 소화력이 다들 너무 훌륭해서 정말 속이 확 뚫리는 넘버가 귀에 계속 맴도네요 꼭 나오면 좋겠습니다
1186,1207,5,akfrdmawo***예매자,2020.05.28,조회 8,"공감 0
공감하기",미쳤음,배우님들 사랑합니다
1187,1208,5,dydansg***예매자,2020.05.28,조회 13,"공감 0
공감하기",리지,추천합니다
1188,1210,5,snblu***예매자,2020.05.28,조회 12,"공감 0
공감하기",또 재관람 해야겠어요,4월에 보고 한 달이나 걸릴 생각은 없었는데 전부 다 다른 캐스팅으로 보려고 했더니 좀 오래 걸렸네요 다른 캐스팅으로 보니까 또 다른 공연을 보는 것 같은 느낌이 들어서 좋았습니다 저번 공연에서는 가사가 잘 안 들려서 좀 걱정했는데 이번에는 처음부터 너무 잘 들려서 잠깐 당황 함성 자제라 커튼콜 때도 박수만 열심히 치다 나온게 좀 아쉽네요 동생이랑 다음 달에 또 보기로 약속했어요
1189,1211,5,ban***예매자,2020.05.28,조회 10,"공감 0
공감하기",최고,배우님들 진짜 최고에요율리지 소오름
1190,1212,5,jjk***예매자,2020.05.27,조회 9,"공감 0
공감하기",리지 오슷줘라이브 후기,깔끔하게 전캐 투씨디
1191,1213,5,jjk***예매자,2020.05.27,조회 9,"공감 2
공감하기",리지 연장해라이브 후기,리지 못보내
1192,1214,1,ghddnjsdn***예매자,2020.05.27,조회 56,"공감 2
공감하기",내 뮤지컬인생10년에 1막보고 나간건 처음라이브 후기,쓰레기같은 뮤지컬첫대사하자마자 배우역량이 탄로나서 기대감이없어졌고억지텐션 끌어올리며 소리만지르는내내 집에가고싶었음성소수자들을 위해 만든건지는 모르겠지만평범한 사람들에게는 너무 불편함 
1193,1215,5,chosh***예매자,2020.05.27,조회 13,"공감 0
공감하기",귀에 박히는 멜로디,노래가 좋아서 계속 듣고있네요
1194,1216,5,yeji1***예매자,2020.05.27,조회 13,"공감 0
공감하기",진짜 재밌어요,하루종일 보글보글주전자 생각뿐
1195,1217,5,yeji1***예매자,2020.05.27,조회 13,"공감 0
공감하기",너무너무재밌어요,중독성 최고
1196,1218,3,chanso***예매자,2020.05.27,조회 43,"공감 1
공감하기",보든가의 모든 문은 꽉 잠겨 있어,뮤지컬 리지는 이번이 초연인데다가 한국에 내한왔던 공연도 아니라서 좀 생소하기는 했다그런데 시놉시스 없이도 그냥 배우들이 모두 여성이라는 소식에 예매를 하기로 했다요즘 젠더 블라인드 캐스팅이 많아졌다고는 해도 여전히 많은 뮤지컬과 연극의 주연들이 남자들인 현실에여성 배우분들만으로 이루어진 뮤지컬이라는 것 자체가 신선했다이 공연장은 처음 가 보는 것이었는데 이렇게 객석과 무대가 가까울 줄은 모르고 그냥 1열을 예매했다무대가 높고 서 있는 장면이 많아서 거의 의자 윗 모서리에 머리를 기대고 봐야 목이 안 아플 정도였는데이례적으로 핸드마이크를 쓰는 연출이 많고 록음악이다 보니 콘서트 1열 같아서 나름 매력이 있었다특히 첫 넘버에서의 보든가의 모든 문은 꽉 잠겨 있어라는 가사와 멜로디가 중독성이 있어서관람한지 꽤 지난 지금까지도 머릿 속에 종종 맴돌고는 한다그리고 개인적으로 배우들의 심경 변화에 따라서 초반부터 입고 있던 19세기 의상을 벗어던지고멋있는 검은색 가죽 재질의 옷으로 바뀌는 것이 옛날 만화에 나오는 마법 소녀의 변신 같은 느낌도 들었다어쨌든 이렇게 여성들이 주인공으로 나오는 여성들의 이야기를 다룬 극들이 더 많아졌으면 좋겠다
1197,1219,5,aj9***예매자,2020.05.27,조회 14,"공감 0
공감하기",벌써 페어막이라니,이 조합을 이제 못본다니 아쉽습니다
1198,1220,4,siel***예매자,2020.05.27,조회 14,"공감 0
공감하기",넘버가 다 했다,스토리는 둘째치고 넘버가 다했어요 진짜
1199,1221,5,bbanddo***예매자,2020.05.27,조회 21,"공감 0
공감하기",락뮤지컬의 정수,평소 락뮤지컬을 좋아해서 이것저것 많이 보러다녔는데요 여배우님들이 하는 락뮤라서 그랬는지 이렇게 소름이 돋는 락뮤지컬은 처음이었습니다 더 많은 배우님들의 리지가 보고싶네요 가격장벽이 매우 컸고 중간중간 가사로도 충분히 전달되는 내용인데 이런 적나라한 연출이 필요하나 싶어 보기 힘든 부분도 있었지만 그런 감상을 웃도는 짜릿함이 남네요 시국이 시국이다보니 함성제한이 큰 아쉬움이었습니나 재연 삼연까지 올라와서 카튼콜에서 마음껏 뛰어놀 수 있음 좋겠어요
1200,1222,5,lalune***예매자,2020.05.27,조회 27,"공감 0
공감하기",절대 한번보고 못끝내는 극라이브 후기,제가 이걸 한번만 볼 생각을 한게 정말 어이가 없네요 이건 최소 두번이예요 보는데 내내 소름이 돋고 이렇게 쾌감이 느껴진건 처음이었어요 너무 통쾌해서 막 소리치고싶었는데 안타깝게도 환호성 금지라 손바닥에 불나도록 박수만 쳤어요 다음에 올때는 상황이 나아져서 다같이 즐길수있으면 좋겠네요 저는 표 잡으러 갑니다
1201,1223,5,skdp***예매자,2020.05.26,조회 21,"공감 0
공감하기",힘이 있는 공연,4명의 배우들의 파워로 가득찬 공연이었습니다에너지와 가창력에 압도되어서 집중해서 봤어요 커튼콜때 박수만 칠수 밖에 없는게 가장 아쉬운 공연이었습니다
1202,1224,5,kym6***예매자,2020.05.26,조회 17,"공감 0
공감하기",진짜 최고였어요,귀호강 눈호강 정말 재밌었어요
1203,1225,5,0914***예매자,2020.05.26,조회 20,"공감 0
공감하기",갓,그저 갓
1204,1226,3,sedh***예매자,2020.05.25,조회 38,"공감 0
공감하기",리지,콘서트장에 온듯한 배우분들의 카리스마와 강렬한 보컬 사랑합니다
1205,1227,5,dudeu***예매자,2020.05.25,조회 38,"공감 0
공감하기",멋있는 여배우들,시원시원합니다
1206,1228,5,concert5***예매자,2020.05.25,조회 21,"공감 0
공감하기",쉬지않고 몰아치는 갓극,처음부터 끝까지 숨도 못쉬면서 봤어요 네 배우분들 원래 잘하시는 거 알았지만 역시 너무 잘하시네요 조금만 더 빨리 볼 걸 너무 늦게 봐서 아쉽네요 재연 존버합니다
1207,1229,5,tldrlg***예매자,2020.05.25,조회 15,"공감 0
공감하기",최고의 공연,노래 음악 연기 뭐 하나 안 좋은 게 없었어요 내용도 통쾌하네요
1208,1230,5,acd***예매자,2020.05.25,조회 11,"공감 0
공감하기",재밌어요,재밌습니다
1209,1231,5,acd***예매자,2020.05.25,조회 13,"공감 0
공감하기",강력추천해요,강력추천합니다4명의 배우들 다 잘하고 좋습니다
1210,1232,4,lkhong0***예매자,2020.05.25,조회 25,"공감 0
공감하기",배우님들 성대 괜찮으신지요,스토리는 부족하다고 느껴질 수 있지만 배우님들의 실력으로 다 덮어버립니다
1211,1233,5,chzhgnl***예매자,2020.05.25,조회 16,"공감 0
공감하기",이런거,이런거 반칙아닌가요 다시 보고 싶네요
1212,1234,5,chzhgnl***예매자,2020.05.25,조회 12,"공감 0
공감하기",좋았어요,네 배우들 다 파워풀하고 에너지가 넘쳐서 진짜 좋았어요
1213,1235,5,queenre***예매자,2020.05.25,조회 7,"공감 0
공감하기",잘봤습니다,잘봤습니다
1214,1236,5,saiu***예매자,2020.05.25,조회 16,"공감 0
공감하기",최고입니다이런극이 필요했어요,남자들만 나오는 극은 많은데 대체 왜 여자들만 나오는극은 없지 했는데 너무너무 좋았습니다 단순히 착한캐릭터가아닌 다양한 모습을 보여줘서 너무 좋았구요대학로에서 더욱더 이런 극들을 많이 볼 수 있었으면 좋겠습니다배우님들의 쩌렁쩌렁한 성량과 파워를 뼛속까지 느끼고 왔네요 너무나 좋은극 감사합니다그저 조용히 박수만 치기엔 너무 아깝습니다다같이 상욕을 할 수 있는 그날까지
1215,1237,4,dmd***예매자,2020.05.25,조회 11,"공감 0
공감하기",오래오래 기억 될 리지,내용이 좀 자극적이여서 놀랬지만목 상할까봐 걱정 될 만큼 대단한 가창력을 보여준멋지다는 말로 표현이 부족할 정도로 4명의 배우님들리 모두 멋지고 돋보였던 뮤지컬이였어요마치 콘서트장 같았던 흥넘치는 커튼콜 때문에 리지를 오래오래 기억할 수 있을거 같아요 
1216,1238,5,rab***예매자,2020.05.25,조회 9,"공감 0
공감하기",안 보면 후회합니다,올해의 갓극 리지 안보셨다구요 페어 아무나봐도 레전드니 그냥 보세요 최곱니다
1217,1239,5,kiyo***예매자,2020.05.25,조회 12,"공감 0
공감하기",배우님들이 신나게 노는 무대,연극 뮤지컬을 많이봤다고 할 수는 없지만그중에서도 더욱 희귀한 여자배우님들의 뮤지컬내용과 상관없이 너무나 신나서 연기하는 모습이 보여서 좋아요넘버도 섬세하기도하고 강하기도 하면서 시원시원한 곡들이 고루있어맛집 맞네요 넘버맛집막공까지 배우님들 아프지마시고 지치지않고 달리셨으면 좋겠어요강한 에너지를 받고싶은 분들께 추천
1218,1240,5,kiyo***예매자,2020.05.25,조회 19,"공감 1
공감하기",불편한 내용 시원한 노래,뮤지컬 리지에 등장하는 비윤리적인 범죄를 당하는 여자캐릭터를 보면가슴이 답답해지고 뻐근해진다하지만 그에 따른 배우님들의 연기는 더욱더 빛을 발하게 되는데시작부터 끝까지 긴장되지 않는 순간이 없고 멋지지 않은 배우님도 없다속시원한 커튼콜이 끝나도 긴 여운이 남는 리지 넘버가 너무 좋아도 문제배우님들이 너무 잘 소화해내서셔 더문제극 끝나기전에 또 보러갑니다
1219,1241,5,pa***예매자,2020.05.25,조회 7,"공감 0
공감하기",정말 재밌어요,넘버 너무 좋아요음원이라도 나오면 좋겠어요
1220,1242,5,pa***예매자,2020.05.25,조회 9,"공감 0
공감하기",잊지못할 공연,충격받았어요넘버자체도 좋고 배우분들도 충격적으로 무대를 장악해요엔딩은 여운이 남아서 찔끔 눈물났는데커튼콜까지 너무 재밌게 즐기다 왔어요잊혀지지 않아서 친구들 데리고 다시 보러가려고요
1221,1243,5,pa***예매자,2020.05.25,조회 7,"공감 0
공감하기",박수만 치기엔 너무 아까운 공연,커튼콜까지 너무 신나서 코로나 전이였으면 따라불렀을텐데 박수만 치기엔 너무 아깝네요정말 재밌는 공연 잘봤어요
1222,1244,5,pa***예매자,2020.05.25,조회 5,"공감 0
공감하기",오랜만에 만족하는 공연,대극에만 있는 줄 알았던 카타르시스를 느꼈어요재밌다고 소문내고 다녀요
1223,1245,5,revedeeto***예매자,2020.05.25,조회 6,"공감 0
공감하기",최고,썸바리 누가 사고쳐
1224,1246,5,inpark***예매자,2020.05.25,조회 6,"공감 0
공감하기",잘봤습니다,중독성 있는 넘버 모든 배우님 좋습니다다시 볼 날을 기다리고 있습니다
1225,1247,5,dktqh0***예매자,2020.05.25,조회 6,"공감 0
공감하기",전캐가 다 사랑인 뮤지컬,어떤 배우로 봐도 후회하지 않을 뮤지컬 시간 될 때마다 가서 보고 있는데 어느 자리에서 봐도 어느 배우로 봐도 만족도 최상이었습니다
1226,1248,5,hiro0***예매자,2020.05.25,조회 5,"공감 0
공감하기",좋아요,실력있는 여성 4인극매력있습니다
1227,1249,5,dktqh0***예매자,2020.05.25,조회 9,"공감 0
공감하기",리지는 속이 시원한 뮤지컬이에요,분명 불편한 부분도 있죠 불친절한 부분도 있지만 보고 난 후 카타르시스라고 해야되나 너무 업 되어있는 상태로 극장을 나오게 됩니다 스트레스도 풀리고요
1228,1250,5,mili***예매자,2020.05.25,조회 6,"공감 0
공감하기",와 진짜 배우들 최고 ,무대를 찢어놓는 네명의 배우 덕분에내내 소름끼치고 속시원하고 피가 끓는 경험을 했네요모두들 꼭 보셨으면 좋겠어요 진짜 티켓 구하기 힘들지만  그래도 꼭 보시길정말 최고입니다 배우들 짱짱
1229,1251,5,jjo***예매자,2020.05.25,조회 6,"공감 0
공감하기",말이 필요없던 공연,너무 좋았습니다
1230,1252,5,hwna***예매자,2020.05.25,조회 5,"공감 0
공감하기",성대맛집,성대 국가대표들이 모인 뮤지컬
1231,1253,5,aj9***예매자,2020.05.25,조회 7,"공감 0
공감하기",여배우분들 전부다 리지해,한명도 빠짐없이 리지 해주셨으면 좋겠다
1232,1254,5,aj9***예매자,2020.05.25,조회 6,"공감 0
공감하기",체고체고,오픈런해주세요
1233,1255,5,hiroki***예매자,2020.05.25,조회 7,"공감 0
공감하기",리지,한번도 안본사람은 있어도 한번만 본 사람은 없조
1234,1256,5,3597***예매자,2020.05.25,조회 4,"공감 0
공감하기",리지 추천합니다,열다섯번 봤는데 다 재밌음
1235,1257,4,shines9***예매자,2020.05.25,조회 8,"공감 0
공감하기",좋아요,썸바디 누가 사고쳐 시원하고 즐거웠습니다 시국이 좋아져서 커튼콜때 같이 즐길 수 있으면 좋겠어요
1236,1258,5,no***예매자,2020.05.25,조회 7,"공감 0
공감하기",갓리지,여러분 왜 안보시죠
1237,1259,5,god91***예매자,2020.05.25,조회 6,"공감 0
공감하기",또 한번 찢어놓았다,리지 다시봐도 그냥 미쳤다 찢었다 그 자체1아니 극이 순간 순간 이해 안되는 부분이 있긴해도그걸 다 이겨버리는 배우님들의 에너지와 그 넘버들
1238,1260,4,tata***예매자,2020.05.25,조회 6,"공감 0
공감하기",신선했어요,여자4명이서 하는 뮤지컬이란것만으로도 신선했어요마이크 돌아다니는 연출이 반복되니까 좀 지겨웠는데배우들이 너무 열연해서 감탄하면서 봤어요
1239,1261,5,parkki***예매자,2020.05.25,조회 5,"공감 0
공감하기",재밌어요,중독성있는 음악 배우들의파워플한 가창력 자극적이지만 신선한 스토리와 인물들 모든게 너무잘만든 작품이네요 너무재밌게봤어요
1240,1262,5,youn***예매자,2020.05.25,조회 5,"공감 0
공감하기",배우들,넘버 최고연기 최고
1241,1263,5,dlst***예매자,2020.05.25,조회 5,"공감 0
공감하기",리지재밌음,유리아 배우님이 진짜 최고
1242,1264,5,a***예매자,2020.05.25,조회 4,"공감 0
공감하기",재밌었어요,재밌었어요
1243,1265,5,melong1***예매자,2020.05.25,조회 6,"공감 0
공감하기",너무 좋아요,진짜 너무 대단했어요 이런 작품을 무대위에서 볼 수 있다는 게 너무 벅찼습니다 코로나 때문에 컷콜에서 소리 못지르는 게 너무 너무 아쉬웠어요 대신에 건강박수 열심히 치고 왔습니다
1244,1266,5,jw05***예매자,2020.05.25,조회 5,"공감 0
공감하기",중독성 강한 넘버 머리에 계속 맴돌아요,강렬한 롹 음악 다시 들으러 가고 싶네요
1245,1267,4,sinhye***예매자,2020.05.25,조회 6,"공감 0
공감하기",소리지르고 싶어지는 극,서사는 너무 쉽거나 예상 가능한 면이 있고 2부는 내용보다는 퍼포먼스 중심이에요그래도 여성 4명이 이끌어가는 극이라 소리지르고 싶은 것 참고 즐겁게 봤습니다 연기도 다들 장난 아니시네요
1246,1268,5,kelly7***예매자,2020.05.25,조회 5,"공감 0
공감하기",갓리지,배우들이 다같이 성대 열일하는 갓리지
1247,1269,4,sh6***예매자,2020.05.25,조회 5,"공감 0
공감하기",성대맛집,배우들 성량 쩌렁쩌렁해서 넘버 진짜 좋았어요
1248,1270,5,cheih***예매자,2020.05.25,조회 7,"공감 1
공감하기",역시 리지,머리가 왜 없어
1249,1271,5,yeye***예매자,2020.05.25,조회 4,"공감 0
공감하기",리지,배우분들 정말 최고에요
1250,1272,5,ljm4***예매자,2020.05.25,조회 4,"공감 0
공감하기",정말 좋았어요,정말 좋았어요
1251,1273,5,juns***예매자,2020.05.25,조회 4,"공감 0
공감하기",잘 봤습니다,잘 봤습니다
1252,1274,5,qewooh***예매자,2020.05.25,조회 7,"공감 0
공감하기",지금의 거리단위는 미터 키로미터고 조선시대엔 리지,뮤지컬 리지 재미있게 보았습니다서사에선 다소 밋밋한 감이 있고 케릭터도 입체적이라고 할 수는 없겠지만그보다 중요한 건 롹스피릿이겠죠다소 배드애스적인 인물들이 압제에서 벗어나 자유롭게 날아오르는 그 해방감그것을 무대 위에서 펼쳐준 네 분 배우분들에게 무한한 박수를 보내드립니다시국이 이래서 다 같이 샤우팅 한 번 못해보는 게 참 아쉽네요 커튼콜 데이가 없는 것도 
1253,1275,5,dao***예매자,2020.05.25,조회 6,"공감 0
공감하기",잘 봤어요,최고에요리아리지 려원엠마 제앨리스 영미브리짓 사랑해요
1254,1276,5,alswl0***예매자,2020.05.25,조회 4,"공감 0
공감하기",정말 강렬한 작품입니다,유리아 리지 최현선 브리짓 못사 없어야 합니다
1255,1277,5,dao***예매자,2020.05.25,조회 4,"공감 0
공감하기",너무 좋았어요,가슴이 뻥 뚫리는 최고의 뮤지컬스트레스 해소에 아주 좋습니다
1256,1278,5,pakd***예매자,2020.05.25,조회 5,"공감 0
공감하기",추천합니다추천합니다,추천합니다추천합니다추천합니다추천합니다추천합니다추천합니다추천합니다추천합니다추천합니다추천합니다추천합니다추천합니다
1257,1279,5,rose9***예매자,2020.05.25,조회 5,"공감 0
공감하기",재밌었어요 ,나하나 넘기여워
1258,1280,5,rose9***예매자,2020.05.25,조회 6,"공감 0
공감하기",재밌었어요 ,재밌었어요
1259,1281,4,dorar***예매자,2020.05.25,조회 20,"공감 0
공감하기",최고,몇몇 부분에서 약간  이런 상태되는 연출도 있었지만 배우님들이 그 모든 것을 다 눈에 들어오지 않게 만드셨어요록이 취향이 아님에도 불구하고 다시 보러 갈 의사 만땅일만큼이요
1260,1282,5,bluf***예매자,2020.05.25,조회 7,"공감 0
공감하기",어떤 페어를 봐도,무대를 씹어먹는 배우들을 볼 수 있음
1261,1283,4,dlsnd***예매자,2020.05.25,조회 5,"공감 0
공감하기",배우들이 정말 잘합니다,배우들이 정말 잘합니다배우들이 정말 잘합니다배우들이 정말 잘합니다배우들이 정말 잘합니다배우들이 정말 잘합니다배우들이 정말 잘합니다
1262,1284,5,hellohell***예매자,2020.05.25,조회 6,"공감 0
공감하기",너무 좋아요,속시원
1263,1285,5,oye***예매자,2020.05.25,조회 6,"공감 0
공감하기",리지꿀잼,리지 보러 오세요 잼써용
1264,1286,4,dbs8***예매자,2020.05.25,조회 5,"공감 0
공감하기",리지,넘나 멋진 배우님들
1265,1287,4,dbs8***예매자,2020.05.25,조회 5,"공감 0
공감하기",리지라이브 후기,넘나 멋진 배우님들
1266,1288,4,feeling6***예매자,2020.05.25,조회 6,"공감 0
공감하기",리지,잘 봤습니다
1267,1289,5,miran***예매자,2020.05.25,조회 5,"공감 0
공감하기",리지 재밌어요라이브 후기,유리아 성대 미쳤다
1268,1290,5,gayaman***예매자,2020.05.25,조회 5,"공감 0
공감하기",나하나,사랑해
1269,1291,5,gayaman***예매자,2020.05.25,조회 5,"공감 0
공감하기",김려원,사랑해
1270,1292,5,tmin1***예매자,2020.05.25,조회 5,"공감 0
공감하기",시원한 공연,시원한 공연이었습니다 코로나 때문에 커튼콜에서 뛰어놀지 못해서 너무 아쉬웠어요
1271,1293,5,dumbo1***예매자,2020.05.25,조회 5,"공감 0
공감하기",최고,이시대최고
1272,1294,5,zkdlx***예매자,2020.05.25,조회 5,"공감 0
공감하기",벌써 페어막이라니,나려제현 페어 정말정말 너무 재밌는데 두 번 밖에 없어서 아쉬웠어요 너무 재밌어요
1273,1295,5,zkdlx***예매자,2020.05.25,조회 6,"공감 0
공감하기",너무 좋아요 최고예요,진짜 좋았어요 이 페어 가장 좋아해요 세상에서 제일 재밌었어요
1274,1296,5,asos***예매자,2020.05.25,조회 11,"공감 0
공감하기",리지,중독성강하고 보면 볼수록 새롭고 스트레스 풀리고 기받고오는 뮤지컬 리지 꼭 보세요
1275,1297,5,asos***예매자,2020.05.25,조회 12,"공감 0
공감하기",리지,중독성강한
1276,1298,5,asos***예매자,2020.05.25,조회 4,"공감 0
공감하기",리지,볼때마다 새로운
1277,1300,5,bluec***예매자,2020.05.25,조회 5,"공감 0
공감하기",머리가,왜 없 어
1278,1301,5,crown***예매자,2020.05.25,조회 8,"공감 0
공감하기",그녀들의 외침이 들리는가,함께 소리를 지르고 싶다 날뛰고 싶다 공연장을 가득 채우는 절규와 웃음 노래에 박수를 박수소리가 크면 클수록 눈물이 난다우리는 모두 이런 공연을 원했다
1279,1302,5,soyeon***예매자,2020.05.25,조회 6,"공감 0
공감하기",썸바디,통쾌한 극
1280,1303,5,dldkg***예매자,2020.05.25,조회 5,"공감 0
공감하기",,리지지
1281,1304,5,ran***예매자,2020.05.25,조회 5,"공감 0
공감하기",좋아요,좋아요
1282,1305,5,eec***예매자,2020.05.25,조회 6,"공감 0
공감하기",리 지 보 든 도 끼 로,리지 커튼콜은 신종 고문입니다 함성참기 챌린지 언젠가는 자유로워지겠죠 재연엔 참지 않아도 되길 리지 엠마 앨리스 브리짓 사랑해 그리고 제발 이걸 보고 있으면 사랑아냐 넘버에 남자스텝좀 치워주세요 없어도 충분히 무슨 상황인지 압니다
1283,1308,5,tjdtks1***예매자,2020.05.25,조회 6,"공감 0
공감하기",최고예요,스트레스 확풀리는 락뮤지컬 리지 최고야
1284,1309,4,yen***예매자,2020.05.25,조회 7,"공감 0
공감하기",잘봤어요,잘봤어요 네 배우의 에너지가 최고예요
1285,1310,4,yen***예매자,2020.05.25,조회 5,"공감 0
공감하기",잘봤어요,정말 배우들의 에너지로 꽉꽉 찬 극입니다 꼭 보셨으면 좋겠어요
1286,1311,5,qad***예매자,2020.05.25,조회 6,"공감 0
공감하기",최고라이브 후기,짜릿하고 너무 재밌어요
1287,1312,5,seoyeon0***예매자,2020.05.25,조회 5,"공감 0
공감하기",짜릿한 성대,배우님들의 짜릿한 성대 자랑 뮤지컬
1288,1313,5,Rha***예매자,2020.05.25,조회 5,"공감 0
공감하기",리지,머리가 왜 없어
1289,1314,5,yu***예매자,2020.05.25,조회 5,"공감 0
공감하기",리지라이브 후기,통쾌해요
1290,1315,5,sanga0***예매자,2020.05.25,조회 6,"공감 0
공감하기",배우들이 너무너무 잘해요,사실 내용은 크게 없고 연출도 구린 편이라고 생각하는데 배우들이 너무너무 잘하고 넘버가 너무 좋아서 재밌어요 진짜 넘버 너무 좋은데 코로나 때문에 컷콜에서 박수만 치고 있고 떼창 못 하는 게 너무 슬퍼요 다같이 씨 다 까 해야하는데 듣고만 있기가 괴롭습니다 코로나 끝나고 재연 원츄
1291,1316,5,Rha***예매자,2020.05.25,조회 5,"공감 0
공감하기",리지 사랑해,진짜 넘버부터 연기까지 전부 최고
1292,1317,5,smh01***예매자,2020.05.25,조회 6,"공감 0
공감하기",최현선은 브리짓 그자체,최아쌈씰론현선 배우님 최고
1293,1318,5,Rha***예매자,2020.05.25,조회 5,"공감 0
공감하기",리지,진짜 속이 뻥 뚫리는 
1294,1319,5,Rha***예매자,2020.05.25,조회 5,"공감 0
공감하기",진짜 사랑해 리지,크흡 
1295,1320,5,suven***예매자,2020.05.25,조회 5,"공감 0
공감하기",최고 더이상 말이 필요없습니다,최고의 배우들 최고의 극 최고의 넘버극이 너무 통쾌시원해서 에어컨이 따로 필요 없었습니다사랑해요 리지 
1296,1321,5,ondal***예매자,2020.05.25,조회 4,"공감 0
공감하기",리즤,너무재밌어요너무좋아요
1297,1322,5,jane8***예매자,2020.05.25,조회 5,"공감 0
공감하기",머큐리 라이징,다시듣고싶어요
1298,1323,5,yure***예매자,2020.05.25,조회 5,"공감 0
공감하기",리지 성대맛집,1막은 뭐지뭐지 하다가 리지때문에 울컥해서인터미션내내 울수밖에 없었구요 2막은 진짜 네분의 배우들 의상도 머리스타일도 너무너무 멋있어서 정신못차리고 배우분들 넘버에 두두두두 맞는느낌으로 본것같아요 진짜 멋진 유리아 려원 최수진 최현선 네분이셨습니다 리지 영원하라
1299,1324,5,vhyj7***예매자,2020.05.25,조회 6,"공감 0
공감하기",뤠지라이브 후기,뤠지사랑
1300,1325,5,shiner0***예매자,2020.05.25,조회 5,"공감 0
공감하기",리지 강추합니다,평소에 락을 안즐겨들음에도 불구하고 넘버들이 너무 좋아요나오시는 배우님들 4명모두 못하는게 없고 너무 멋있습니다공연 막 내리기 전에 꼭 보세요
1301,1326,5,lal***예매자,2020.05.25,조회 6,"공감 0
공감하기",여성4인극 정말 화끈합니다라이브 후기,당신의 여름 더위를 날려드립니다아주 화끈한 락 락뮤지컬너무 다들 잘해서 저도 컷콜에서 소리지르고 싶지만 시국이 시국이니까열심히 박수를 칩니다어느 캐스팅으로 봐도 최고랍니다리지 하나만 기억해주세요시간 되실 때 츄라이
1302,1327,5,inpark***예매자,2020.05.25,조회 5,"공감 0
공감하기",잘봤습니다,배우님들 짱짱 최고
1303,1328,5,custi2***예매자,2020.05.25,조회 5,"공감 0
공감하기",이시대의 갓뮤지컬,네명다 너무 성대 짱짱 연기 짱짱 이걸 오만원만 주고 봐도 되는지에 대해서 너무 죄송한 마음이 들어요
1304,1329,4,pipy0***예매자,2020.05.25,조회 5,"공감 0
공감하기",대학로의 미래 리지,연출은 조금 구렸지만 엄청난 배우들이 엄청난 넘버를 엄청나게 소화시키는 뮤지컬
1305,1330,5,jicoco***예매자,2020.05.25,조회 6,"공감 0
공감하기",,
