,index,Rating,Id,Date,views,like,Title,Text
645,645,4,mud***예매자,2019.08.02,조회 41,"공감 0
공감하기",클라스가 다른 뮤지컬,배우들 연기나 노래도좋았고 신나는무대였어요
646,646,5,seojoo0***예매자,2019.08.02,조회 36,"공감 0
공감하기",간만에 만난 신나는 뮤지컬~♡,오랜만에 보는 뮤지컬이라 기대가 컸던 만큼 아니 그 이상으로 많이 즐겁고 신났던 시간이었습니다 시각적으로 화려하고 세련된 무대 연출도 인상 깊었고 무엇보다도 출연하는 배우분들 모두가 노래를 어쩜 그리도 잘 부르시는지 귀호강 엄청 했습니다
647,647,5,hck***예매자,2019.08.02,조회 36,"공감 0
공감하기",그리스 관람후기,젊은 배우들의 힘찬 무대 아주 좋았습니다춤을 추며 노래하기 &46468;문에 가끔은 노래가 위태로웠지만힘찬 열정 찬사를 보냅니다강추
648,648,4,era0***예매자,2019.08.02,조회 33,"공감 0
공감하기",파티에 가고 싶은 당신을 위한 뮤지컬,존 트라볼타 올리비아 뉴튼 존 주연의 영화 그리스를 무대에 올린 뮤지컬로 한여름밤의 꿈같은 시간을 선물받았다 10대 소년 소녀의 뜨겁지만 순수했던 첫 사랑 오해와 갈등 화해와 우정을 그린 작품으로 배우들 한명 한명의 열연이 돋보였다 개인적으로 대니역의 배우보다 케니키 역의 임정모가 더 눈에 들어왔다 무난한 연기를 보인 대니에 비해 케니키는 본인이 등장하는 장면에서 관객의 시선을 사로잡는 카리스마와 아우라로 무대를 장악했다 드라마 상속자들에서 이민호보다 김우빈이 더 돋보였듯이 자신의 역할을 차고 넘치게 소화한 임정모 배우의 미래가 기대된다
649,649,4,munak***예매자,2019.08.02,조회 21,"공감 0
공감하기",좋아요~,오래전에 봤던 그리스다시 보니 또 좋네요
650,650,4,noretur***예매자,2019.08.02,조회 21,"공감 0
공감하기",신났어요,또 보고 싶네요
651,651,5,***,2019.08.02,조회 57,"공감 0
공감하기",별 기대없이 봤는데,너무 웃겼어요
652,652,3,jjk***예매자,2019.08.02,조회 90,"공감 0
공감하기","이 시대에 왜 이런극이
라이브 후기",배우들은 잘하는데저 능력치가 아깝네요
657,657,5,***예매자,2019.08.02,조회 50,"공감 1
공감하기",재미있어요~,재미있고 신났는데 호응을 잘해주는 친구들이랑 가면 더 신날것 같아요 주변에 있던 관객분들은 호응을 잘 안하주셔서;; 저혼자 신났네욬
658,658,5,kkom***예매자,2019.08.02,조회 32,"공감 0
공감하기","즐겁고 신나는 극
라이브 후기",배우분들 모두 넘 잘하시고 정말 유쾌했어요 스트레스 확 날리고 왔어요
659,659,5,dlwnal***예매자,2019.08.01,조회 55,"공감 1
공감하기","진짜 재밌어서 후기 씁니다
라이브 후기",뮤지컬 처음 보는 엄마랑 관람했는데 이 뮤지컬 보시고 뮤지컬에 대해 엄청 좋은 인상을 받으셨어요 이렇게 재밌는거라면 다른 것들도 보고싶다고 말하시더라고요 저도 물론 기대 이상으로 엄청 재밌었습니다 기회된다면 또 보고싶어요
660,660,4,yihwal***예매자,2019.08.01,조회 62,"공감 0
공감하기",춥추고 싶은 날,뮤지컬 무대가 영화처럼 환상적이다 점점 발전하는 무대들 발랄함으로 가득한 뮤지컬 다잊고 흥겹게 놀다 온 기분
661,661,4,s2akf***예매자,2019.08.01,조회 44,"공감 0
공감하기",최고에요,너무 재밌게 보고왔어요
662,662,5,sheep***예매자,2019.08.01,조회 53,"공감 0
공감하기",열정을 느낄 수 있는 공연,뮤지컬 배우분들의 열정을 느낄 수 있는 공연이었습니다스토리가 탄탄하다거나 반전이 있다거나 하는 내용은 아니었지만무난한 스토리와 중간중간에 튀어나오는 개그코드들 그리고 배우분들의 열연으로 꽤 재미있었네요그리고 예전 뮤지컬들은 진짜 배우들을 보러 왔다면이 뮤지컬은 무대를 보러 와도 좋을만큼 무대 배경으로 깔리는 스크린이나스크린의 반투명함을 이용해서 보여주는 모습들이 상당히 재미있었습니다
663,663,5,sieonma***예매자,2019.08.01,조회 35,"공감 0
공감하기",너무 재밌게 잘 봤습니다,그리스가 이렇게 재밌는 뮤지컬이었네요배우들은 노래 연기 춤도 뛰어나고후회안한 공연이었어요
664,664,5,cong***예매자,2019.08.01,조회 43,"공감 0
공감하기",완전 대박,재밋게 보고왔어요커튼콜공연도 성의있게해주시고무엇보다 배경이 시대 흐름과 딱 이었네요인생극장 할인때 구매해서 너무 저럼하게 좋은좌석에서 관람하게되서 만족 대만족이었습니다주인공보다 서브 배우들이 더 빛낮던것같아요
665,665,4,shen***예매자,2019.08.01,조회 61,"공감 0
공감하기",남자친구 첫 뮤지컬 관람시켜주기 대성공♡,남자친구가 뮤지컬을 한번도 본 적이 없다고 해서 그리스 추천 하면서 같이 봤는데 정말 최고 였다고 보는내내 두근거리고 설렜다고 하더라구요뿌듯 저 역시 너무 즐거웠고 사실 커튼콜때 일어나서 춤추고 싶었는데 남친이 놀랄까봐 참았어요그정도로 신나고 유쾌하고 눈과귀 모두를 만족시켰던 공연이었어요 좋은 추억경험 감사합니다-그리스 화이팅
666,666,5,jinsuki0***예매자,2019.07.31,조회 57,"공감 0
공감하기",말로만 들었던 뮤지컬 그리스를 두눈으로!!!!,뮤지컬의 정석이라고 누누히 들어왔던 뮤지컬 그리스 과거의 감성들을 유지하면서 촌스럽지 않게 극을 선보이는 것이 얼마나 어려운 것인지 알고 있기에 극을 보기전에 자칫하면 이도저도 안되겠다 싶었는데 막상 보고나서 그런 생각이 싹 사라졌습니다 주변에 학생들부터 나이드신 어르신들까지 하나되서 빵빵 터지면서 즐겁게 뮤지컬 그리스를 즐기는 모습을 보고 역시 명작은 시대를 타지 않는다는 생각을 다시 한번 하게 되었습니다 물론 그렇게 되기엔 스태프분들과 엄청난 실력의 배우분들의 노력이 필수라고 생각되는데 너무 잘 어우러진 것 같습니다 남은 기간에도 승승장구하는 뮤지컬 그리스가 되길 바라겠습니다
667,667,3,bios***예매자,2019.07.31,조회 83,"공감 0
공감하기",즐거운 시간이었습니다,공감이나 감동이 있기보다는 노래와 춤이 즐거운 공연이었습니다
668,668,3,bios***예매자,2019.07.31,조회 84,"공감 0
공감하기",즐거운 공연,즐거운 공연이었습니다 감동이나 공감은 그다지 크지 않았고 이야기나 스토리보단 춤추고 노래를 듣는 것이 즐거운 시간이었습니다
669,669,5,jennifer7***예매자,2019.07.31,조회 71,"공감 0
공감하기",내 생에 첫 그리스,몇차례 그리스를 보러 가야지 하면서도 스케쥴이 어긋나 두차례 볼 기회를 잡지 못했는데 이번에 보러가게 되었습니다평소에 많이 들었던 노래가 흘러나와 ‘아 이게 그리스에서 나오는 노래구나’ 했습니다배우님들의 열정적인 모습에 저절로 웃음이 지어졌습니다연기 노래 춤 표정 뭐하나 빠지는 것 없이 완벽한 뮤지컬이었습니다완벽한 무대를 준비하기 위해 보이지 않는 곳에서 일해주시는 모든 분들이 대단하다고 느껴지는 뮤지컬이었습니다
670,670,3,adol***예매자,2019.07.31,조회 125,"공감 0
공감하기",뮤지컬 입문용,중딩 조카 뮤지컬 입문용으로 예매했음아그들이 신기한 경험한 것으로 만족오랫만에 공연장 갔는데 우리세대는 아니어도 여전히 매회차 클로징 찍느라 바쁘신 분들이 많아서 피식했네요가사의 한글화를 좀더 노력한 듯영어가사가 익숙해서 더 느껴짐
671,671,4,ceoso***예매자,2019.07.31,조회 60,"공감 0
공감하기",추천,추천합니다
676,676,5,rnrnjsah***예매자,2019.07.31,조회 56,"공감 0
공감하기","기대 이상으로 재밌었어요ㅋㅋㅋㅋㅋ
라이브 후기",배우들 너무 잘해요
677,677,5,woojinky***예매자,2019.07.30,조회 65,"공감 0
공감하기",뮤지컬_그리스♥,기대이상이었습니다 너무너무 재밌게 잘 보고왔습니다넘버도 하나하나 다 너무 좋았어요>
678,678,4,dudtj6***예매자,2019.07.30,조회 69,"공감 0
공감하기",정말 재미있습니다,첫 노래가 우선 너무 좋구요 거기다가 유명한 섬머나잇 들으면서 속으로 흥얼대다가 도스 매직체인지 한방 맞고 그리스 라이트닝까지 크리티컬로 맞고 끝까지 신나는 넘버에 정신을 잃을 뻔 했습니다
679,679,5,kesmq0***예매자,2019.07.30,조회 69,"공감 1
공감하기",절친과함께 즐거운 오후^^,보고싶던 그리스를 드디어 봤어요꺅일을하는 맘으로애들은 아빠가 챙기기로하고단 둘이즐겁게  신나게 공연을 관람했지요로얄석을 77000할인받는 행운덕에 미리 예약해서 기다리고 고대하며 본거라더욱 좋았어요
680,680,5,pon07***예매자,2019.07.30,조회 63,"공감 1
공감하기",언제 봐도 에너지 넘치는 공연!,항상 배우님들의 에너지가 너무 좋았던 공연인 것 같아요 다들 왜이리 귀여우신지 첫 1열 공연이었는데 1열에서 보니까 배우님들의 땀이나 열정이 더 확 와닿는 느낌이었어요 최고최고 기립박수가 나와서 배우님들 표정이 밝아지는게 보여서 너무 좋았기도 하고요
681,681,4,youna***예매자,2019.07.30,조회 45,"공감 1
공감하기",역시!,너무 유명한 뮤지컬이라 생생히 보고 느낄수있었습니다 배우분들과 음악도 매우좋았어요
682,682,5,smilese***예매자,2019.07.30,조회 51,"공감 1
공감하기",경쾌한 음악 몸을 들썩이게 하는 군무,줄거리를 대강 알고 가는 터라 살짝 기대를 놓고 갔었어요하지만 귀에 익숙한 음악들이 나오고신나는 군무가 끊임없이 계속되니저절로 발도 굴러지고 어깨는 들썩여지며노랫말은 정확히 모르지만 어느새 멜로디를 흥얼거리고 있더라구요더운 여름날 시원한 공연장에서 신나게 공연 잘 보고 왔어요
683,683,5,lovable***,2019.07.30,조회 42,"공감 0
공감하기",다시 보고싶은 뮤지컬 그리스,익숙한 음악소리 처음엔 뭔가 했지만그 옛날 광고 등에서 노래들과 함께하니 더 좋은 공연이였어요학창시절도 생각나고 흥겹고 또 보고싶은 공연이예요
684,684,4,hoiw***예매자,2019.07.30,조회 37,"공감 0
공감하기",배우들의 에너지가 넘치는 공연,배우들의 에너지가 넘치는 공연
685,685,5,congb***예매자,2019.07.29,조회 39,"공감 0
공감하기",그리스 노래 좋아요,서경수배우 땀흘리면서 열심히 하시는 모습 너무 멋있어요
686,686,5,daffo***예매자,2019.07.29,조회 76,"공감 0
공감하기",그냥 즐기기좋은 공연이예요,스토리가 크게 있는것도 아니고 춤과 음악이 즐거우니까 공연보면서 즐기면 되요
687,687,5,daffo***예매자,2019.07.29,조회 38,"공감 0
공감하기",신나고 기분좋은 공연,주말저녁을 신나게 해주는 공연이었어요음악도 그렇고 춤도 잘 추고 보는내내 행복했어요
688,688,5,daffo***예매자,2019.07.29,조회 36,"공감 1
공감하기",신나는 공연이었어요,음악도 그렇고 춤도 잘추셔서 덩달아 너무 신나고 즐거운 공연이었어요
689,689,4,eveang***예매자,2019.07.29,조회 38,"공감 0
공감하기",재미있었습니다,배우들이 노래도 잘하고 춤도 잘추고특히 여주인공 한재아님 성량이 풍부한거 같더라고요공연시간 내내 신났고 또 무대조명이 세련되게 설치되었고 의상도 화려해 볼거리 들을 거리는 넘쳤지만 스토리는 제 취향강 탄탄하지는 않은 거 같았어요등장인물 개개인의 스토리에 의존하다보니 공연히간이 길긴 하나 핵심적 메세지가 없는 느낌개인적인 생각입니다
690,690,4,eveang***예매자,2019.07.29,조회 36,"공감 0
공감하기",신났어요!,배우들이 노래도 잘하고 춤도 잘추고특히 여주인공 한재아님 성량이 풍부한거 같더라고요공연시간 내내 신났고 또 무대조명이 세련되게 설치되었고 의상도 화려해 볼거리 들을 거리는 넘쳤지만 스토리는 제 취향강 탄탄하지는 않은 거 같았어요등장인물 개개인의 스토리에 의존하다보니 공연히간이 길긴 하나 핵심적 메세지가 없는 느낌개인적인 생각입니다
695,695,5,Muse***,2019.07.29,조회 39,"공감 1
공감하기",출연자 모두의 열정으로 더욱 새로워진 그리스,믿고 보는 서경수 박광선 배우의 팬으로 몇번 관람하다 보니 다른 배우 분들의 연기도 눈에 들어 오고 팬이 되어버렸네요 정말 열정적으로 최선를 다 하시는 상운 로저 연기와 춤 노래 모두 좋았고 또 그의 짝 가은 잔 목소리가 예쁜것 같은데 노래가 적어 아쉬웠어요 연기와 춤 좋았어요 또 신인인 수지 프렌치도 넘 귀여웠어요 이밖에 다른 커플 모두 케미가 최고였습니다 그리스 막공 때 까지 홧팅
696,696,5,mky***예매자,2019.07.29,조회 26,"공감 0
공감하기",정말 재미있습니다!,음악이 신나서 몸이 절로 움직여 집니다배우분들과 같이 호흡하면서 동작을 따라하면 더 재밌습니다연기들을 너무 잘하셔서 정말 현웃 터진게 한두번이 아닙니다강추해요
697,697,5,llsh***예매자,2019.07.29,조회 38,"공감 0
공감하기",안봤으면 정말 후회했을뻔!!!,공연시간내내 진짜 진짜 재미없던적 단한번도 없었어요 재밌고 재밌고 재밌었습니다 거기다가 넘버도 신나고 배우들도 열연해줘서 정말 즐거웠어요 안봤으면 정말 크게 후회했을 거예요
698,698,5,cw2***예매자,2019.07.29,조회 31,"공감 0
공감하기",한두번이 아니라 여러번 보아도 신선합니다!,아마 이번에 그리스 본 것만 치면 네번정도 되는 것 같습니다그리스의 큰 장점이라면 매번 새로운 내용이라는 겁니다큰 틀은 바뀌지 않지만 항상 새로운 배우들과실력도 엄청납니다그리고 신나는 무대 화려한 무대와 조금씩 포멧이 바뀌는 모습에볼때마다 좋습니다 개인적으론 강추 또 강추합니다
699,699,4,362***예매자,2019.07.29,조회 93,"공감 0
공감하기",얼추 5번쯤 봤나? 그러나 이젠..,늘 항상 주변사람들에게 뮤지컬 입문용으로는 그리스가 딱이라고입버릇처럼 말하고 다니고 저또한 몇번을 본가벼운 마음으로 보기 좋은 뮤지컬인데음 이젠 나이를 너무 먹은걸까요이젠 그리스를 놔줘야겠어요 
700,700,4,ustina***예매자,2019.07.29,조회 21,"공감 0
공감하기",재밌었어요.,주말에 비가온다고 해서 예매하고 갔는데더럭키한할인 으로 가격도 저렴하게 보고뮤지컬 내내 신나는 분위기라 주말 알차게 보냈네요
701,701,3,cwit***예매자,2019.07.29,조회 83,"공감 0
공감하기",무대는 좋았지만,프로젝터가 아닌 스크린을 쓰는 무대는 넘 좋았지만내용이 30대인 저에겐 좀 오글거리고 연기가 좀 아쉽네요
702,702,5,rkdud***예매자,2019.07.29,조회 36,"공감 0
공감하기","첫 뮤지컬, 대성공이었어요.",부끄럽지만 20대 중반이 되어서야 뮤지컬이란 걸 처음 봤어요 그 첫 선택으로 아주 많이 고민하다 그리스를 선택했는데 완전 성공이었습니다 같이 본 남자친구도 이런 뮤지컬이라면 몇번이라도 볼 수 있겠다는 말을했구요 저 역시도 재관람하고싶다는 마음만 가득 떠안고 공연장을 나왔습니다 디큐브아트센터가 무대랑 객석이 가까워서 2층이었지만 오히려 모든 장면이 눈에 가득 들어와서 참 좋았어요 좋은 추억 만들었고 주위에도 별 3천개 달면서 추천할거에요
703,703,5,yoonjh***예매자,2019.07.29,조회 17,"공감 0
공감하기",잼나요,가볍게 보기 좋네요
704,704,5,min7***예매자,2019.07.29,조회 16,"공감 0
공감하기",열정넘치는무대,젊음이 느껴지고 청춘이 느껴지고 열정이 느껴지는 공연이었습니다
705,705,5,luvkyesan***예매자,2019.07.29,조회 22,"공감 0
공감하기",정말 신나는 공연이에요~!,더운날 더위를 잊게 할 정도로 즐겁고 신나는 공연이었어요 배우들의 애드리브가 정말 너무 재미있어서 관객석에서 웃음이 끊이질 않았네요 빈스오빠 최고입니닼
706,706,4,eu***예매자,2019.07.29,조회 23,"공감 0
공감하기",즐거웠어요.,마침 좋은 할인 행사도 있어서전날 급하게 예매해서 다녀왔어요디큐브 무대는 작은 편이지만 뒤에 전광판을 잘 활용한 무대도 좋았고배우들이 객석을 오가며 춤추고 등장하는게 집중도 되고 가까이 느낄수 있어 좋았습니다워낙 유명한 작품에는 이유가 있는 것 같아요즐거운 시간이었습니다
707,707,1,dmsgurd***예매자,2019.07.29,조회 101,"공감 0
공감하기",이걸 왜 2019년에...?굳이..?,진짜 굳이
708,708,3,sro***예매자,2019.07.29,조회 51,"공감 0
공감하기",유후 서경수!!!!!!!!!,노래 잘하고 춤 잘 추고 개그 포인트 잘 살리고 땀 대박 흘리고
709,709,5,gami***예매자,2019.07.29,조회 24,"공감 0
공감하기",그리스,서경수 배우님 기세중 배우님 너무 재밌게 봤습니다 신인배우님들도 잘하시고 간만에 즐거운 뮤지컬 한 편 봤네용
714,714,3,1004g***예매자,2019.07.29,조회 29,"공감 0
공감하기",신나고 재밌었어요,신나고 웃기고 스트레스 풀리네요하지만 내용은 큰 기대없이 봐야 좋을듯 합니다
715,715,5,al***예매자,2019.07.28,조회 28,"공감 0
공감하기",새로운 업그레이드를 한 뮤지컬 [그리스],지금까지 뮤지컬 [그리스]를 2번 봤었는데최근 트렌드와 기술을 가장 많이 접목한 뮤지컬로 바뀌었네요뮤지컬 [엘리자벳]이나 대형 뮤지컬에서 많이 사용하는  배경화면에로 배경을 채우는 방법이 전체 뮤지컬 모두에 적용되어 정말 다양한 배경효과와빠른 장면전환을 보여줍니다그리고 무엇보다 주조연과 함께 분량에서 거의 차이가 없는 앙상블의 실력이굉장히 뛰어나서 연기 구멍을 찾기 힘들 정도로 다 잘 합니다대니역의 서경수 씨는 요즘 젊은 뮤지컬배우 중에서 돋보이는 분인데전체 흐름을 능숙하게 끌고 가서 뮤지컬의 안정감을 확실하게 줍니다서경수씨는 계속 경험이 쌓이면 확실한 주연감으로 성장할 거 같습니다
716,716,5,luv1***예매자,2019.07.28,조회 22,"공감 0
공감하기",재밌게 즐겼습니다,오랜만에 뮤지컬을 보기로 하고 예전부터 보고 싶었던 그리스를 선택했습니다 기대는 하고 있었지만 실제 공연장에서의 느낀 그 기분은 정말 최고였습니다 아아쉬운 건 저 포함 같이 공연 관람했던 관객분들이 다들 굉장히 내성적이랄까 공연에 완전히 젖어들지 못 해서 호응이 많이 부족했었네요 그날 공연을 다시 볼 수 있다면 저희때문에 많이 힘들어하신 빈스님께 적극 호응해드리고 싶네요 아무튼 공연은 너무 좋았고 재미있었습니다
717,717,5,iamsunj***예매자,2019.07.28,조회 25,"공감 0
공감하기","행복한 뮤지컬 그리스♡
라이브 후기",일에 치여 뮤지컬을 잠깐 뒤로 미루자 했던게 벌써 1년이 되었네요거의 1년만에 다시 뮤지컬 공연을 보기로 마음먹고 그 스타트로 그리스 공연을 선택했는데 일분일초가 아쉬울 정도로 너무 좋은 무대였습니다배우님들도 무대연출도 눈에 담으려고 노력했는데 공연이 끝난 지금도 너무 마음이 설렙니다좋은 무대로 행복한 마음을 얻어가는 것 같아 배우님들께 감사합니다
718,718,5,zooyou***예매자,2019.07.28,조회 25,"공감 0
공감하기",너무 재밌습니다,165분 동안 정말신나고 재밌었습니다 관람했던 배우님들 말고 다른 배우님들의 그리스도 꼭 보고 싶습니다 물론 재가 봤던 배우님들도 최고였습니다
719,719,2,hje5***예매자,2019.07.28,조회 83,"공감 0
공감하기",스토리 실망,배우분들 가창력과 열연은 다 좋았어요 다만 스토리가 너무 구시대적입니다-알파메일 대니와 순종적인 샌디도입부에서 대니와 샌디는 각각 바닷가에서 만난 ‘그 애’에 관해 묘사한다 대니가 묘사하는 샌디는 ‘화끈한 그 애’ 샌디가 묘사하는 대니는 ‘순수한 그 애’ 그러나 사실 대니는 노는 남자 의 ‘화끈한’ 알파메일이고 샌디는 프랑스 유학을 생각하고 변호사나 경찰이 되고 싶은 ‘순수한’ 사람이다바닷가에서의 대니는 순수했으나 현실에서의 대니는 화끈하다 둘이 첫 조우한 순간 대니는 호모소셜의 동료들에게 그 순수성을 결코 들켜서는 안 되는 까닭에 샌디더러 질척대는 애라며 창피를 주고 떠나버린다 대니는 자기의 자아가 그토록 분열되어 있는 것을 알고 있기에 알파메일로서의 스스로와 사랑꾼으로서의 스스로 사이에서 계속 어리둥절하다그래도 결국 둘은 잘 된다 디즈니랜드 티켓을 받으려고 열심히 커플댄스도 춘다 근데 갑자기 대니의 전여친이 나타나서 샌디는 급 밀려나고 전여친과 대니가 환상의 댄스를 추기 시작하는데 대니놈이 거절을 안 하고 신나게 춤을 춰버린다샌디는 화가 나서 무도회장을 달려 나가지만 대니의 ‘순수한’ 구애 끝에 샌디의 마음은 끝끝내 다시 결코 대니에게 간다 참으로 이성애처돌이헤녀 그러나 대니는 다짜고짜 사랑한다면서 입부터 맞추려하고 샌디는 너는 결국 그런 애라며 다시 떠나버린다 대니는 본인이 하려던 짓이 성폭력인 걸 인지하지 못하고 난 버려졌어라며 슬퍼한다 친구들은 샌디에게 대니 좀 받아주라며 불쌍해 죽겠다고 종용한다- 호모소셜의 상징 그리스 라이트닝그 때 케니키가 스콜피온파랑 카레이싱 맞짱을 뜨기로 한다 근데 대환장파티인 게 케니키가 싸튀를 해서 리조가 임신일까봐 걱정하고 있는 상황이다 카레이싱 맞짱 직전에 “대니 넌 만약 니가 태어났는데 니네 아빠가 죽거나 아파 그럼 어쩔 거야” 진심 대환장 심지어 카레이싱 하기 직전에 리조한테 너 임신했다며라고 손목 잡아채면서 최강발성으로 소리까지 지른다 암튼 대니는 케니키를 실수인 척 패가지고 지가 대신 카레이싱에 나간다 그걸 아련하게 지켜보는 샌디 돌아버리죠 완전 당연히 대니는 이겨서 돌아온다 돌아오는 자리에 샌디도 있었는데 대니는 샌디 쪽은 쳐다보지도 않고 호모소셜 친구들과 어깨동무를 하고 하하호호 떠나버린다 멘탈이 파괴된 샌디 대니를 확실히 좀 잡아봐야겠다 결국 리조에게 도움을 구한다그리고 나서 다음 장면이 제일 환장이다 발목까지 오는 하늘색 원피스만 입던 샌디가 난데없이 가죽스키니에 가죽 잠바를 입고 등장한다 대니가 그토록 원하고 자랑하던 ‘화끈한 트로피’의 이상태가 되어서 돌아온 것이다 입맞춤에도 조심스럽고 계획이 필요하다고 말하던 샌디가 대니를 부여잡고 환장섹시댄스를 춰버린다 대니는 당연히 좋아서 눈이 튀어나온다 제발 이걸 샌디의 해방이라고 해석하지 말아주세요- 미국적인 청춘 영광의 호황기를 판매하는 두 시간극은 내내 화려하다 인물들은 천이 많이 들어간 옷을 입고 춤은 동작이 크고 유행적이며 사람들은 유쾌하게 웃고 있고 별다른 계획이 없어도 미친 꿈을 꿔도 행복하다 왜 1950년 전무후무한 호황기를 구가하던 미국을 배경으로 하기 때문이다 1950년대 2차대전 이후 전 세계의 자본을 쓸어 모으던 미국의 영광적인 시기이다 그런데 [그리스]는 1970년대에 만들어졌다 자본주의의 숙명으로 언제나 돌아오는 공황기 [그리스]는 과거의 영광을 대중에게 판매한다 “오늘을 즐기라”는 메시지를 유통하면서 지금 니네들이 미래 걱정 해봤자 소용없으니 바로 오늘 열심히 살고 놀고 먹고 마시고 섹스하라고 부추긴다 니네가 임금을 한 푼도 모으지 말고 남김없이 써줘야 다시 자본이 돌아가걸랑 오늘을 즐기라는 족같은 구호를 만들어낸 자본의 의도 [그리스]가 갈망하는 현대적 성별이데올로기가 눈물겹게 열 받는다
720,720,5,ziyul9***예매자,2019.07.28,조회 36,"공감 0
공감하기","눈과 귀가 호강한, 유쾌하고 즐거웠던 160분!",출연하시는 배우 분들 모두 인물이 너무 출중하세요 정말 너무 예쁘고 잘생기시고노래하실 때는 또 모두가 얼굴은 평온한데 울림도 크고 가사도 너무 정확히 잘들려서 공연을 보고 듣는 내내 편안하게 누리고 온것같아요세트들도 색상들이 다채로와 보는 즐거움이 있었고 뒷배경으로 나온 그래픽장면들도 실제같아 몰입도가 배가 될수 있었습니다너무나 즐겁게 공연보고 왔습니다 기회되면 또 보고싶어요
721,721,5,clair0***예매자,2019.07.28,조회 24,"공감 0
공감하기",너무 신나고 재밌던 뮤지컬 그리스!!,그동안 봤던 뮤지컬 중 단연 즐겁고 관객 참여도 잘 되었던 뮤지컬이었습니다  와 같이 유명한 곡과 함께 즐겁게 관람했습니다
722,722,5,ejh811***예매자,2019.07.28,조회 24,"공감 0
공감하기",재미있어요,세트와 앙상블 보는 재미도 있구신나고 유쾌했어요다만 앞좌석에 누가 앉느냐에 따라복불복이 있을거 같긴해요친구가 앞사람땜에 1막 제대로 못봤대서2막에 자리 바꿔앉았는데 정말 안보이더라구요좌석간 거리 높낮이가 아쉬웠지만그건 공연장의 문제니 열외로 하고공연 자체는 신나고 즐거웠습니다
723,723,5,mailk1***예매자,2019.07.28,조회 37,"공감 1
공감하기","기분이 좋아지는 유쾌한 공연
라이브 후기",친구랑 즐겁게 보고 즐기고 왔습니다 안봤으면 후회할뻔했어요
724,724,5,bluec***예매자,2019.07.28,조회 50,"공감 1
공감하기","기두디
라이브 후기",인생캐네요
725,725,5,hyuk5***예매자,2019.07.28,조회 66,"공감 0
공감하기","기대안하고봤는데
라이브 후기",재밌게봤습니다 스토리가 그렇게 탄탄하진 않지만 즐겁게 볼수있는 내용인데 아이와또는 부모님과 보기에는 적절치않아보입니다 커플 또는 부부정도
726,726,5,***,2019.07.27,조회 50,"공감 1
공감하기",뮤지컬 그리스 정말 재밌게 잘 봤습니다.,7월25일 목요일 공연관람 했습니다출연진 모두 열정을 다하는 모습에 박수를 보냅니다관람내내 함께 박수치며 함께 율동하며 입가에 함박웃음 짓게하는 공연이었습니다100공연하는동안 36번 관람하는 분들도 있다고 들었는데 그럴만하네요몇번을 다시보고 싶게하는 뮤지컬입니다
727,727,5,bird***예매자,2019.07.27,조회 46,"공감 0
공감하기","너무재밌어요ㅠㅠ
라이브 후기",스트레스 쫙풀릴만큼 너무 재밌습니다
728,728,3,ins***예매자,2019.07.27,조회 162,"공감 0
공감하기","신나고 재밌지만. . .
라이브 후기",배우들의 멋진 연기와 오케스트라의 음악은 오늘도 좋은 공연이었어요 근데 큰 공연장으로 옮겨지다보니 전에는 생각지못한 점이 보이네요전반적으로 흥으로 관람하지만 가족관객이 많다보니 일부내용은 조절이 필요한 것 같아요 큰 테두리만 보면 고등학생의 풋풋한 사랑이야기지만 몇개 에피소드는 조심스럽게 보이네요어떤 분은 퇴장하며 그러더군요이건 애들이랑 보긴 그렇다
733,733,5,jph0***예매자,2019.07.27,조회 53,"공감 1
공감하기","그리스뮤지컬
라이브 후기",스트레스 확 풀려서 힐링하고 왔습니다신나는 음악들으며 춤도추고 젊음을 느끼고 왔습니다잘보았습니다
734,734,5,***,2019.07.27,조회 104,"공감 1
공감하기",뮤지컬 그리스??,멋진 공연이었습니다예전과 다르게 스펙타클한 무대 변화며배우들의 뛰어난 기량덥고 짜증나는 날씨에 시원하고 짜릿한 흥이 넘치는 공연 이었습니다특히 잔역할의 이가은 배우의 큐티한 연기에팬이 되어버렸습니다뮤지컬 그리스 파이팅
735,735,5,jum***예매자,2019.07.27,조회 69,"공감 0
공감하기",즐거운 공연이였습니다.,신나는 넘버와 배우님들의 열정으로 즐겁고 행복한 시간이였습니다
736,736,4,sixli***,2019.07.26,조회 128,"공감 0
공감하기",방금 후기,재밌게 잘 관람했습니다 엉덩이 진짜인지 의견이 다양하더라구요 여자 주인공 샌디양서윤역은 좀 로버트 같이 춤을 춰서 어떻게 캐스팅된건지 약간 의아함 리조허혜진가 주인공을 했으면 더 좋았다고 생각합니다 아무튼 알차고 재미나게 봤습니다
737,737,4,***,2019.07.26,조회 162,"공감 2
공감하기",8살의 공연후기,7월 24일뮤지컬 그리스를 디큐브아트센터에서 엄마와 함께 보았다공연은 저녁 8시에 시작하여 10시 40분에 끝났다평소 자는 시간을 넘겨 조금 졸립기도 했지만 화려한 무대와 배우들의 연기가 재미있었다공연의 줄거리는 고등학생의 사랑 이별에 관한 것이었다그중 가장 우스웠던 장면은 남자배우가 바지를 벗고 엉덩이를 보여준 것이다뽀뽀하는 장면에서 나도 모르게 손으로 얼굴을 가렸다녹음한 음악을 들려주는 것이 아니라 실제 악기 연주에 맞춰 노래를 부르는 것이 무척 놀라웠다할아버지 할머니 아빠에게 이 공연을 추천하고 싶다
